Zona;Provincia;Canton;Distrito;Circuito;Fecha Infraccion;Hora_Infraccion;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad;Numero_asesinatos;Tipo_Arma;Presunta_Motivacion
ZONA 3;COTOPAXI;SAN_MIGUEL_DE_SALCEDO;SALCEDO;SALCEDO;14/2/2014;2:00;Homicidios;19;MASCULINO;NO DETERMINADO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;30/4/2014;17:15;Asesinatos;58;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;VINCES;VINCES;VINCES SUR;25/2/2014;18:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;SENTIMENTAL
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;25/2/2014;0:00;Homicidios;22;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/3/2014;20:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 6;CANAR;BIBLIAN;AZOGUES;BIBLIAN;19/4/2014;21:00;Homicidios;17;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;MALTRATO
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS SUR;2/2/2014;18:00;Asesinatos;40;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;SENTIMENTAL
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;21/4/2014;20:00;Homicidios;8;MASCULINO;SOLTERO;ECUADOR;1;SOGA;ROBO A PERSONAS
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;4/4/2014;12:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;1;REVOLVER            ;RIÑAS
ZONA 1;CARCHI;SAN_PEDRO_DE_HUACA;TULCAN;SAN PEDRO DE HUACA;27/4/2014;15:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/3/2014;20:00;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;SENTIMENTAL
ZONA 1;ESMERALDAS;QUININDE;QUININDE;QUININDE;9/3/2014;12:00;Homicidios;10;FEMENINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNACIONAL DE DROGA
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;4/4/2014;12:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NINO;18/3/2014;19:10;Asesinatos;25;MASCULINO;UNION LIBRE;ECUADOR;0;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;FUMISA;31/3/2014;10:00;Asesinatos;50;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 5;GUAYAS;PALESTINA;BALZAR;PALESTINA;8/4/2014;22:00;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 3;CHIMBORAZO;ALAUSI;ALAUSI;TIXAN;22/2/2014;1:00;Asesinatos;31;FEMENINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;20/1/2014;5:30;Asesinatos;53;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;21/3/2014;7:15;Asesinatos;31;MASCULINO;CASADO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;MUISNE;ATACAMES;CHAMANGA;12/4/2014;21:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;9/3/2014;21:30;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;RIÑAS
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;12/4/2014;21:15;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;0;CORTO PUNZANTE;ROBO A DOMICILIOS
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;8/3/2014;19:30;Asesinatos;51;FEMENINO;SOLTERO;ECUADOR;0;OBJETO CONTUSO;ROBO A PERSONAS
ZONA 9;PICHINCHA;QUITO;CALDERON;SAN JUAN DE CALDERON;7/2/2014;13:45;Homicidios;28;MASCULINO;SOLTERO;ECUADOR;0;OBJETO CONTUSO;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;CEIBOS;LOS CEIBOS;15/2/2014;23:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;0;MACHETE             ;RIÑAS
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;14/1/2014;15:00;Asesinatos;39;FEMENINO;DIVORCIADO;ECUADOR;0;CARTUCHERA          ;AMENAZA
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;21/2/2014;8:00;Homicidios;53;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 5;GUAYAS;SALITRE;SALITRE;VERNAZA;24/4/2014;22:00;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;LA NUEVA UNION;26/1/2014;0:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;7/3/2014;8:22;Asesinatos;57;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 9;PICHINCHA;QUITO;LA DELICIA;PONCIANO;7/2/2014;0:30;Homicidios;26;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;LOS_RIOS;PALENQUE;VINCES;PALENQUE;2/2/2014;5:15;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;EMOCIONAL
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;EL PROLETARIADO;29/3/2014;2:15;Homicidios;56;MASCULINO;SOLTERO;ECUADOR;0;OBJETO CONTUSO;ROBO A PERSONAS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/1/2014;22:45;Asesinatos;40;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 5;GUAYAS;BALZAR;BALZAR;BALZAR CENTRO;2/3/2014;20:30;Homicidios;37;MASCULINO;CASADO;ECUADOR;0;CORTO PUNZANTE;RIÑAS
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MAGDALENA;25/2/2014;13:40;Homicidios;42;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;20/3/2014;23:45;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;RIÑAS
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;2/3/2014;18:00;Homicidios;36;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 9;PICHINCHA;QUITO;CALDERON;CALDERON;9/4/2014;20:30;Asesinatos;35;MASCULINO;SOLTERO;COLOMBIA;0;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;VINCES;VINCES;VINCES SUR;12/4/2014;23:50;Asesinatos;54;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;SENTIMENTAL
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL NORTE;15/2/2014;3:20;Homicidios;37;MASCULINO;DIVORCIADO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/1/2014;22:45;Asesinatos;49;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;ROBO DE MOTOS
ZONA 1;ESMERALDAS;MUISNE;ATACAMES;GALERAS;14/1/2014;3:00;Asesinatos;41;FEMENINO;SOLTERO;ECUADOR;0;PISTOLA             ;DEFENSA PROPIA
ZONA 4;MANABI;MANTA;MANTA;LA PRADERA;28/1/2014;18:10;Asesinatos;38;FEMENINO;CASADO;ECUADOR;1;MACHETE             ;ROBO A PERSONAS
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;23/2/2014;21:30;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;ROBO A DOMICILIOS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;15/1/2014;21:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;0;PALO;ROBO A DOMICILIOS
ZONA 7;EL_ORO;MACHALA;MACHALA;9 DE MAYO;15/2/2014;9:00;Homicidios;45;MASCULINO;SOLTERO;ECUADOR;0;ROCA;AMENAZA
ZONA 7;LOJA;LOJA;LOJA;CHONTACRUZ;24/4/2014;18:30;Asesinatos;54;MASCULINO;CASADO;ECUADOR;0;OBJETO CONTUSO;ROBO A DOMICILIOS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CENTRO;18/4/2014;21:00;Homicidios;27;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;ACTOS DE ODIO
ZONA 5;GUAYAS;SAN_JACINTO_DE_YAGUACHI;YAGUACHI;VIRGEN DE FATIMA;11/3/2014;5:00;Homicidios;37;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/1/2014;22:45;Asesinatos;47;MASCULINO;CASADO;ECUADOR;0;PISTOLA             ;ROBO A PERSONAS
ZONA 3;COTOPAXI;SIGCHOS;SIGCHOS;SIGCHOS;14/2/2014;2:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;EMOCIONAL
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MENA;28/2/2014;19:00;Homicidios;45;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS NORTE;12/3/2014;21:00;Homicidios;41;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 5;GUAYAS;DAULE;DAULE;JUAN BAUTISTA AGUIRRE;4/4/2014;9:00;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;ROBO A PERSONAS
ZONA 5;GUAYAS;DAULE;DAULE;JUAN BAUTISTA AGUIRRE;4/4/2014;9:00;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;PLAN DE VIVIENDA;21/1/2014;23:15;Homicidios;36;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;ROBO DE MOTOS
ZONA 1;CARCHI;TULCAN;TULCAN;KENNEDY;30/1/2014;9:00;Homicidios;62;FEMENINO;CASADO;ECUADOR;0;REVOLVER            ;ROBO A PERSONAS
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;JAIME ROLDOS;14/2/2014;18:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;0;OBJETO CONTUSO;ACTOS DE ODIO
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA SUR;17/2/2014;11:00;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;RIÑAS
ZONA 5;LOS_RIOS;BABA;BABAHOYO;BABA;22/3/2014;17:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;INAQUITO;26/3/2014;17:45;Homicidios;42;MASCULINO;CASADO;ECUADOR;0;CUCHILLO            ;EMOCIONAL
ZONA 7;EL_ORO;EL_GUABO;PASAJE;BARBONES;22/3/2014;9:30;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SANTA ANA;1/8/2014;9:40;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;VINCES;VINCES;VINCES SUR;1/8/2014;20:30;Asesinatos;34;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 1;IMBABURA;OTAVALO;VALLE DEL AMANECER;EL JORDAN;2/8/2014;2:30;Homicidios;18;MASCULINO;SOLTERO;ECUADOR;0;MACHETE             ;LITIGIO DE TIERRAS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;KENNEDY;22/3/2014;20:30;Homicidios;54;FEMENINO;CASADO;ECUADOR;0;NINGUNA;MALTRATO
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MAGDALENA;20/4/2014;1:40;Homicidios;18;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;3/8/2014;22:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;ROBO A PERSONAS
ZONA 2;PICHINCHA;CAYAMBE;CAYAMBE;CAYAMBE SUR;3/8/2014;3:32;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;ROBO A PERSONAS
ZONA 9;PICHINCHA;QUITO;TUMBACO;PIFO;28/2/2014;6:25;Homicidios;42;MASCULINO;CASADO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;LA DELICIA;SAN ANTONIO BAJO;1/5/2014;22:15;Homicidios;20;MASCULINO;UNION LIBRE;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;CALDERON;CALDERON;9/4/2014;20:30;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;0;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;HERMANO MIGUEL;3/8/2014;15:30;Homicidios;41;MASCULINO;CASADO;ECUADOR;0;SOGA;ROBO A DOMICILIOS
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;3/8/2014;16:00;Asesinatos;73;MASCULINO;CASADO;ECUADOR;0;CORTO PUNZANTE;AMENAZA
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CRISTO VIVE;7/1/2014;20:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;27/1/2014;3:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;1/2/2014;13:30;Asesinatos;67;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;MALTRATO
ZONA 7;LOJA;MACARA;MACARA;MACARA;7/4/2014;9:30;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;SENTIMENTAL
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;VALENCIA;12/4/2014;20:00;Asesinatos;49;MASCULINO;SOLTERO;ECUADOR;0;HIDROCARBUROS;DEUDAS
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;GUABILLO;13/1/2014;10:00;Homicidios;68;FEMENINO;CASADO;ECUADOR;0;CUCHILLO            ;SENTIMENTAL
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;CONCORDIA NORTE;30/3/2014;3:00;Homicidios;32;MASCULINO;SOLTERO;ECUADOR;0;SUBAMETRALLADORA    ;AMENAZA
ZONA 5;GUAYAS;MILAGRO;MILAGRO;APOLO;1/1/2014;5:10;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;VENEZUELA;19/2/2014;17:40;Homicidios;60;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA OCCIDENTE;21/4/2014;21:00;Homicidios;42;MASCULINO;CASADO;COLOMBIA;0;PISTOLA             ;ROBO A PERSONAS
ZONA 1;ESMERALDAS;QUININDE;QUININDE;CUBE;7/4/2014;21:00;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 5;GUAYAS;MILAGRO;MILAGRO;SAN MIGUEL;9/4/2014;13:30;Asesinatos;55;MASCULINO;CASADO;ECUADOR;0;ROCA;ROBO A PERSONAS
ZONA 7;LOJA;LOJA;LOJA;CLODOVEO JARAMILLO;17/3/2014;17:00;Asesinatos;45;MASCULINO;DIVORCIADO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 5;LOS_RIOS;VINCES;VINCES;SANTA MARTHA;19/4/2014;22:00;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 7;EL_ORO;MACHALA;MACHALA;PUERTO BOLIVAR;14/3/2014;6:00;Asesinatos;37;MASCULINO;SOLTERO;ECUADOR;0;OBJETO CONTUSO;ROBO A PERSONAS
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;21/2/2014;23:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;0;OTROS ARMA LARGA;SENTIMENTAL
ZONA 7;LOJA;LOJA;LOJA;MALACATOS;9/3/2014;13:00;Asesinatos;62;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;VINCES;VINCES;SANTA MARTHA;20/4/2014;2:30;Asesinatos;57;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;RIÑAS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;8/1/2014;;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;ROBO DE CARROS
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;MONTE BELLO;22/2/2014;7:15;Asesinatos;15;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;TORATA;19/4/2014;2:00;Homicidios;14;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;ROBO A PERSONAS
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS SUR;16/2/2014;22:40;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNACIONAL DE DROGA
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;20/3/2014;19:30;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;ROBO A PERSONAS
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;19/1/2014;13:30;Asesinatos;30;MASCULINO;NO DETERMINADO;ECUADOR;0;CUCHILLO            ;ROBO A PERSONAS
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;BUENA FE OESTE;21/3/2014;16:00;Asesinatos;75;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;BORBON;4/5/2014;17:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;EMOCIONAL
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;26/2/2014;9:00;Homicidios;53;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SUBURBIO;24/2/2014;2:00;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;SENTIMENTAL
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;RICAURTE;15/4/2014;9:15;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;1/1/2014;9:30;Asesinatos;66;MASCULINO;CASADO;ECUADOR;0;REPETIDORA          ;SENTIMENTAL
ZONA 1;IMBABURA;COTACACHI;TIERRA DEL SOL;GARCIA MORENO;24/2/2014;0:00;Homicidios;37;MASCULINO;SOLTERO;ECUADOR;0;SOGA;SENTIMENTAL
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;SAMBORONDON;27/1/2014;16:30;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;ACTOS DE ODIO
ZONA 5;GUAYAS;SALITRE;SALITRE;SALITRE NORTE;23/2/2014;20:10;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;ACTOS DE ODIO
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;MALVINAS NORTE;14/2/2014;22:30;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MARTHA DE ROLDOS;17/1/2014;2:50;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;EMOCIONAL
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SANTA ANA;9/2/2014;4:00;Homicidios;34;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SALINAS;3/2/2014;20:30;Sicariatos;36;MASCULINO;CASADO;ECUADOR;0;CARTUCHERA          ;ACTOS DE ODIO
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;AIRE LIBRE;5/3/2014;0:40;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;20/1/2014;22:30;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;17/1/2014;20:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;MALTRATO
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;31/1/2014;11:00;Asesinatos;36;MASCULINO;DIVORCIADO;ECUADOR;1;NINGUNA;EMOCIONAL
ZONA 7;EL_ORO;PASAJE;PASAJE;LAS PRADERAS;20/4/2014;3:15;Homicidios;66;MASCULINO;CASADO;ECUADOR;0;PISTOLA             ;ROBO A PERSONAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;21/1/2014;22:30;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;PROGRESO;14/2/2014;20:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;GUAYAS;COLIMES;BALZAR;COLIMES;19/4/2014;10:00;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR;0;SUBAMETRALLADORA    ;ACTOS DE ODIO
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;2/3/2014;7:55;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;EMOCIONAL
ZONA 4;MANABI;MANTA;MANTA;MARIA AUXILIADORA;31/3/2014;18:00;Asesinatos;58;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA SUR;24/1/2014;4:00;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR;0;AGROQUIMICO;TRANSTORNOS MENTALES
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SALINAS;2/2/2014;20:30;Sicariatos;32;MASCULINO;UNION LIBRE;ECUADOR;0;AGROQUIMICO;TRANSTORNOS MENTALES
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;5/5/2014;5:00;Asesinatos;79;MASCULINO;CASADO;ECUADOR;0;PISTOLA             ;ROBO EN EJES VIALES O CARRETERAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;4/1/2014;21:00;Homicidios;40;MASCULINO;SOLTERO;ECUADOR;0;REPETIDORA          ;AMENAZA
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;4/8/2014;13:45;Homicidios;24;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;1/2/2014;4:45;Homicidios;40;MASCULINO;SOLTERO;ECUADOR;202;PISTOLA             ;TRAFICO INTERNACIONAL DE DROGA
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;5/2/2014;20:30;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;485;PISTOLA             ;TRAFICO INTERNACIONAL DE DROGA
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SALINAS;1/2/2014;18:10;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;414;REVOLVER            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;2/2/2014;22:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;210;REVOLVER            ;ROBO A PERSONAS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;4/8/2014;19:30;Asesinatos;40;MASCULINO;NO DETERMINADO;COLOMBIA;177;CUERDA;MALTRATO
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;4/8/2014;20:50;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;41;VENENO;EMOCIONAL
